dataset_name,doc_index,doc_label,doc_name,filename,original_row_indices,financebench_ids,context_hash,sturdy_doc_id,match_score
DocFinQA,14,DocFinQA_14,,,"15,62,447,601,821,955,1058,1658,1737,1811,1909,1976,2324,2331,2819,3490,3543,3683,4010,4482,4790,5179",,4dc887f5c5d6a87d224d9b66b9e56d89e34730bfa98d681c126f6478481cd745,1e19a4adb90eca0bd795d10831ca975d,1.0
DocFinQA,15,DocFinQA_15,,,"16,2599,2654,2898",,c7921bf7363b7e38bf26f3b23598aba220834ecdf49702c502e076b8515280db,6f9f5910df41d8c4939babfa909d3d2c,1.0
DocFinQA,16,DocFinQA_16,,,"18,84,491,543,648,852,910,1247,1249,1508,1765,1860,2037,2431,3042,3100,3307,3403,3486,3574,3920,4403,4452,4901",,07f52ae693d78eb59f4bc1e71e88fca65c4a88738b9a15a7f309fc20bc84e16e,0b1dcba4534dcb040757cb68a2a3759f,1.0
DocFinQA,17,DocFinQA_17,,,"19,370,772,3590",,844af865d6df7f442f355ddb7cdeae66e171904535fa4aa31dfc09e143c73c36,702a3980adcb438e1db100f80ce64db1,1.0
DocFinQA,18,DocFinQA_18,,,"21,38,439,845,1005,1065,1407,1474,1573,1776,1793,2270,2293,2752,2942,3498,3856,4106,4426,4600,4701,4782",,e373ee59a9d0897cd695091bc19c1b5c9ea8479653ff9c90483e544537e801ee,a515591fb58532ac457b1c1d0f560b16,1.0
DocFinQA,19,DocFinQA_19,,,"22,437,651,1039,1975,3181,4798",,15dfc4e479df0b88557e5277671b03d1f0dfc7646476ecdaabf7ae7636489fe2,6bc5c2d09f44061ad1f9cd8cab7ea000,1.0
DocFinQA,20,DocFinQA_20,,,"23,312,421,867,2386,3432,3480,4045,4059,4149,4479,4697",,12e53d5499b669fc8ceca8eb278fda8c0ddd427bd11a8bb7e9a53f6d4615a1ce,1b35f65799bfa340a0e75b135ab9c030,1.0
DocFinQA,21,DocFinQA_21,,,"24,273,297,758,1153,1384,1436,1596,1700,1979,2021,2189,2723,2760,2796,2918,2969,3171,3258,3546,3631,3640,3833,4126,4745,4917,4952",,c991e1f278997015094b063f18589aa95fa0a0b10193264df1bcc9d76dc09669,d56b433aa97564a0db4a465eeee902e3,1.0
DocFinQA,22,DocFinQA_22,,,"25,2196,4229,4412",,16d0fbf5b93daced89c1eb5d0f6d29d35d28b225a4b833dcbdc15c686e7df0fd,a0b3081b6463316d32f03ca38ae9b9f1,1.0
DocFinQA,23,DocFinQA_23,,,"26,716,1601,1696,2292,2340,2717,3232,4601",,5cbb0807b40bd399295426b29d6578d1688e8891f6aa4cb0dbbc8d575e20c385,46a33f9de3b4db4d83589873d0c4351a,1.0
DocFinQA,24,DocFinQA_24,,,"27,555,874,1114,1288,2391,2597,2829,3357,3495,3565",,2948e024a6de878435ef1a2e75d97de6a7b17e81c28dee2d3708c0a20e49e6ab,1a034fe5200adae0b3b68eb63fd75dcc,1.0
DocFinQA,25,DocFinQA_25,,,"28,33,151,472,634,880,1162,1894,2376,3276,3328",,7908cf27261b2b81bdf6485480fd17e5e70b2d393b00032b3ed9384686001300,ee3ecb92f60245fe5f21c3f0098211c6,1.0
DocFinQA,26,DocFinQA_26,,,"29,1579,1718,3388,4549,4608",,d0129ef4c08f2561805803cd2e8bf351b859e97a3d3f373d540ccc9d3e484c46,51fd7db819f9920dafa203f782d4fb05,1.0
DocFinQA,27,DocFinQA_27,,,"30,1716,3074,5103",,d28d720703b3d09d7fee2ce3f6e8f66e791a4c0a110d717646086481fd7d1c79,ea3aa88cc20f287a5f4696b8fb8b6863,1.0
DocFinQA,28,DocFinQA_28,,,"31,1178,1219,3726",,3a0b33c23dcb07da8f9a799dffcf16d885abfac9bf8f73f201ff4da1fac2d32c,96f5558b147a9190e3e0e7b7f7ef6fca,1.0
DocFinQA,29,DocFinQA_29,,,"32,487,678,3721,3723,3761,3764",,edb5963b091ea194c85dfab33cb0071225e8b5ce22bb5fe788377586c005d2cd,b6bc2ce1234db4ad60b37de5a94c8605,1.0
DocFinQA,30,DocFinQA_30,,,"34,171,384,450,536,585,1187,1348,1551,3541,3542,3959,3980,4377,4450,4609,5084,5086,5295,5316,5323,5352,5379,5395,5406,5446,5470,5484,5507,5531,5558,5622,5630,5656",,95ace3d51d099f0500ddefe2981cc85af21c140f453b6a12c6f9f00d72b05e9e,84a5a6b2078c53c88b44c1fe3074221e,1.0
DocFinQA,31,DocFinQA_31,,,"35,3462,4546,4827,5557",,c209f65a4320b9fcc22e22bc9a53eb3f13574e1b00ae0dd3091504da2f7a0e74,6a1f1cc69f9fa4a1ea4cfb0c5a394e96,1.0
DocFinQA,32,DocFinQA_32,,,"36,426,591,729,745,826,844,1272,1763,2147,2198,2511,2529,2643,3275,3401,3735,3840,4032,4871,5052,5146",,f6ec536340c1cd9fc0a82cda40d11db4c064ba2a26410e6acfcb788ae0cd713c,596a750141add8df75c1faf8d87caf81,1.0
DocFinQA,33,DocFinQA_33,,,"37,168,309,476,638,899,920,1197,1333,1376,1680,1865,2127,2491,2540,2569,2577,2671,2826,2864,3557,4115,4170,4171,4292,4405,4500,4516,4636,4664,4748",,d4baea71f6f1437bcf7dd93cd08f1757bfa7cae8751f037837a6dd50f3db993a,1c93d2b8a0966739681a977b73066b9a,1.0
DocFinQA,34,DocFinQA_34,,,"39,1138,1142,1283,1442,2244,2303,2337,2349,2689,2910,2932,2934,3174,3582,3684,3717,3724,3839,3882,4388,4784,4847",,c629c867649620a7063c3a9ca1bad5588cbdb2f5a2c98bff686698e0d60ec021,e7d02b1d32dbbc9a338a0c1cd2c2d1d9,1.0
DocFinQA,35,DocFinQA_35,,,"40,131,499,551,596,620,1313,1406,1986,2783,3598,3999,4111,4174,4892,4916,5059",,f5221a20928e946d5fd3799e5719b5940d859f487f52b75e42f9e95659629861,0648b1215ffa60ee8b14ac37f4bdeda6,1.0
DocFinQA,36,DocFinQA_36,,,"41,506,919,1374,1623,2711,3077,4724,4859",,34ab55978249767e7d4cd1389697b1d9b15248bf971ea04f46123f4bfa932b10,b1c835dfffbe7cb118a43434b4f06744,1.0
DocFinQA,37,DocFinQA_37,,,"42,5366,5409",,dce74fbd02058a96943ba2752e6531fcce8fc150c0a2456c26a0e40e22b5ae5a,480e3b21ec4d51b8a7be5796301564ae,1.0
DocFinQA,38,DocFinQA_38,,,"43,714,739,1514,1820,1832,1929,2998,4003,4977",,92b81bb4814230058c360160859ddea90fbb5238d55ec2a025ce054b6f577cef,764e1c63cc91c7b2b443ffa283555752,1.0
DocFinQA,39,DocFinQA_39,,,"44,224,805,872,956,2645,2713,4269",,8c85dd51e95e3e3ba7552a8c5f9389ba6e6ad9d771b1eabf7256f6b2b7028a5e,e5d3cb3b293fe85567848c312b853eac,1.0
DocFinQA,40,DocFinQA_40,,,"45,259,589,1166,1185,1746,1910,2396,3139,3652,3756,4816,4912",,e09886bed420ca0a6766f0d2b9b38178347a3752007f3420486b16ed5160ee68,0898fb38d0eabab659f94e850cb31c5f,1.0
DocFinQA,41,DocFinQA_41,,,"46,149,633,727,735,842,959,997,1139,1188,1306,1337,1743,1853,1963,2003,2031,2281,2287,2619,2835,3081,3086,3467,3505,3570,4113,4202,4487,4761,4767,5044",,24dcea062a5f932efe970802780a33189db8c78dcea089afb0db206477d4067f,1255f38c1c05775aef229bfb247530b4,1.0
DocFinQA,42,DocFinQA_42,,,"47,514,732,1209,2862,2878,3210,3722,3729,3872,4001,4262,4896",,832cac455ee3e5d618d7aa6cae9fc1ed0d5031d43dccbf33a3fa2126b53f1dac,18b695ca27f3951524bcd41940eb8ba7,1.0
DocFinQA,43,DocFinQA_43,,,"48,4125,5623,5726",,6b26719964652aacbcbfb22f1ee4af6bdbe5a35577f9265bebfb31cb57c3e967,c48793f3649a04981777c553e6043793,1.0
DocFinQA,44,DocFinQA_44,,,"49,1652",,f698ad61901f637406e51e71915fb0f66f7adb1f372e868824f565d8a34741d4,2ccd203dd3f8f7d4f188837eb678eee9,1.0
DocFinQA,45,DocFinQA_45,,,"50,260,321,672,685,776,1035,1627,1635,1821,1847,1854,1942,3075,3288,3415,3887,4185,4277,4380,5082",,4c275d2059a13e77f872efb4030eec3b012079ce2910875cb6e66be42cd13573,8f3c840f2240762fcc1dfdb395e66437,1.0
DocFinQA,46,DocFinQA_46,,,"51,711,2605,3525,4756,5339,5538,5555,5635,5668,5734",,53224e0ae6fb5b1dc0d00ed3fedca2e08629b8fa56d05c49e449d65de3842345,347ab48663aedbb9bec714e3090037a4,1.0
DocFinQA,47,DocFinQA_47,,,"53,637,1057,2818,3348",,0ae56aa2b008ff8e7f143a0297d34f30dfe2ec61d2c30f818042d525494b1af4,812287262e7d88fe661ead3aa5219b82,1.0
DocFinQA,48,DocFinQA_48,,,"54,338,757,763,1111,1528,1810,2087,2132,2197,2415,2482,2590,2694,2801,2859,2905,2975,3007,3316,3375,3623,3821,3823,4273,4887,4993,5073,5129",,a72c74e1e600447b70c75bd7ba40d005b32cdf9485d16a67312d814c03079fdc,f4d6fd0d0c1439b1c99f358430511d1c,1.0
DocFinQA,49,DocFinQA_49,,,"55,2979,3409,4278,4824,5159,5361,5397,5594",,b5c86fa280cc009d8412d14fa74238d184cd3abf9961466703d1e4d47d714b1a,623e2f0fbe5207feb6fff06f04d5d19b,1.0
DocFinQA,50,DocFinQA_50,,,"56,198,232,531,775,1494,1977,2143,2152,2204,2879,3343,3835,4442,4629",,38283f6efeca71037bed271b40273be834840e876575cb8419bf7009dab24990,217cccc54f4a8acff61e9de7ca241334,1.0
DocFinQA,51,DocFinQA_51,,,"57,709,891,945,1280,1756,2355,2581,2838,3492,3611,4081,4518,4520,4727",,503d9acee538996884d1b4f5b69d15b3eed496984a231091910d9d0222464fa0,673f464835bd6abb9bd3c9a944b67e51,1.0
DocFinQA,52,DocFinQA_52,,,"58,123,396,1430,1460,1720,2435,3696,3944,4061,4215,4770,5062",,3b6254b0fa55c4e8c33d32cbaa1267f6a6514d64745d727435f7eb6b433bfab3,c60266017ee67ee3f9bdb4cb9eb15a36,1.0
DocFinQA,53,DocFinQA_53,,,"59,310,424,1252,1255,1353,1369,2937,4731,4833",,10db6a6220c04d84ed11976bc7d3ca61fcad58e67c184c9940e5af87709f1c5b,ae00ba287c64e1433c6cec1f3be3bd6b,1.0
DocFinQA,54,DocFinQA_54,,,"60,89,765,870,890,936,1052,1137,1141,1467,1692,1730,2011,2032,2043,2058,2249,2388,2583,2588,2889,2907,2919,2957,2958,3084,3136,3144,3219,3236,3259,3689,4012,4017,4068,4073,4619,4686,4717,4869,4936,4990,5013,5100,5113",,bff578899efece283b617e8b853f529ad1c17d855ca5329003452eb8bda6baf8,be037421b42285707724068253c3d8e4,1.0
DocFinQA,55,DocFinQA_55,,,"61,102,392,415,995,1011,1043,1291,1663,1994,2106,2350,3110,3274,3655,3988,4300,4335,4438,4627,4883,5111",,cbdb34594fb5dda3e94b3760a83e527edbace317f01d670ea2dda15008a8fca3,35f6d4f7c25b261d81567fc536d7fa08,1.0
DocFinQA,56,DocFinQA_56,,,"63,88,94,624,628,808,1321,1495,2085,2234,2503,2525,2571,2701,2716,2933,2993,2996,3055,3296,3363,3394,3448,3842,3910,3968,4018,4382,4838,4890,4923",,7464f59e1f14739b90aad70ddd7563bddc33cc094aae7143b49fffe04b831b94,253683e2a6f184ce898ded4bd2aa0163,1.0
DocFinQA,57,DocFinQA_57,,,"64,2328,3373",,c3e530ef9ea1cd5a27e8d6894189be4beb1b0b527b69b4392cb80605ffcc8dbc,171cca767e103236dbe8d970669a9672,1.0
DocFinQA,58,DocFinQA_58,,,"65,178,244,846,865,931,1013,1226,1238,1245,1347,1423,1522,1675,1734,1742,1770,1814,1960,2146,2157,2224,2653,2849,2892,2980,3046,3050,3197,3423,3440,3609,3616,3740,3912,3976,4132,4184,4290,4423,4624,4683,4733,4861,4865,4904,4999,5047,5156",,776b4c2b06963be04e4c5a4f50d728076625a563342608e52a1658933eee0fe6,7d6292b2ab24ec229bfb08e0cc36c1fe,1.0
DocFinQA,59,DocFinQA_59,,,"66,586,2406,2863,3434,3908,4998",,56c22790a00281ab343509d0de8c77d999544409835decf164c3149701099121,0e5852e945c16a015ad8d4f4bf7c2d69,1.0
DocFinQA,60,DocFinQA_60,,,"67,902,1951,2002,3176,3354,3977,4077",,39e40cb006c6930af90b5cd36634aa4e1cf99ca0bd025ade5898b5bc542c36a7,53183e53372009b4efd5570a95d3fee8,1.0
DocFinQA,61,DocFinQA_61,,,"68,2858",,e3ddb6e9651187fb40d3158c562f36b43d2ec95fec6da7d6cae69fec2efaaaf7,1afb102152ce73d45842ab7180fa7c8a,1.0
DocFinQA,62,DocFinQA_62,,,"69,354,615,733,969,1450,2264,2384,2390,2549,2845,3261,3691,3715,3831,4267,4483,4844,4882",,2086243ff26da3dd2ca5500af2ac385a0854c3666dc1bad54409517d22232042,466b3402fa1c8544e7fed722b7e5d524,1.0
DocFinQA,63,DocFinQA_63,,,"70,104,138,666,719,1191,1582,1603,1624,1981,3112,3239,3592,4268,4687,4879,5134",,1c969510f02c9646157ab4abbc099af8cf496771d19eed409ae6444576ff37bc,ddfdb2ee534e6fb46f9e29d09eab8e53,1.0
DocFinQA,64,DocFinQA_64,,,"71,594,1783,2767,3447,4848",,aca985c818b03fd715fb66ead6e09eba09588a12f36f578d7bbc765b30efcc32,6f7c2f59d421c4b4bc1b38c7bc3686a4,1.0
DocFinQA,65,DocFinQA_65,,,"72,228,242,513,1294,2176,2320",,e7d7ce502e4a460b275a9f6a457dd7d45a64528f6cc125f32c87c8d70f53fe35,5ffe529fc752feeedc8305e6a5829ee3,1.0
DocFinQA,66,DocFinQA_66,,,"74,121,755,1302,1713,2951,3528,3804,3995,4114,4221,4856,5001,5157",,c1cccd41149f337773a97786763e2b9231d627a30ca8c62faa2d7948e05352cb,58ae865441765fd02c1e1e2282e14842,1.0
DocFinQA,67,DocFinQA_67,,,"75,78,111,136,208,256,357,466,630,725,770,786,823,836,942,979,991,1319,1362,1465,1478,1784,2047,2102,2187,2413,2443,2548,2568,2582,2662,2773,2784,2797,2846,2856,2917,2943,3025,3043,3113,3140,3533,3579,3589,3677,3760,3852,3867,3878,3893,3913,3989,4014,4042,4055,4274,4392,4523,4525,4559,4566,4593,4742,4787,4818,4821,4997,5115,5133",,65d439d2126bc2894a8d3384c33634e342811ce2b2238cafc6949acb6570a226,d2989e1c512ae25d329282029d242b92,1.0
DocFinQA,68,DocFinQA_68,,,"76,292,1130,1405,1563,2448,2637,4266,4363,4385",,e743f28006b20a2f580e153686d576ca6b1a92514635eb6b175366449b196807,95f11605dc4cb8f89542e360a0fa9b76,1.0
DocFinQA,69,DocFinQA_69,,,"77,177,433,1050,1080,1441,1796,1864,1885,3157,3203,3353,3482,4123,4490,4539,4970,4984,5016",,5896464a07a70b49fd2893de300aefb90ceeef967367278fcdc32b51e7fd1b54,5d1f87013e2dc30d84140c273cc3310e,1.0
DocFinQA,70,DocFinQA_70,,,"79,1463,4422",,e7595700ef7bf5f1ee0f036f025bd7ea6b97086adb2f331ef17c2b3382ce73ae,65bf3a5c97e1dcd58b4fb24e4f3b8ab2,1.0
DocFinQA,71,DocFinQA_71,,,"80,250,1449,1510,1966,3029",,f58ae109bc28c149e9a0d22c1528a7729285e6212e7e1a7c81f99115dedb4b6b,54253929aad1299a6965f34129db4901,1.0
DocFinQA,72,DocFinQA_72,,,"81,502,939,1230,1344,3344,3618,4410,4788,4976",,8c65149c3633b3f8024c97c5576c0d2d6e484a3e5ca0e44d1a0816559bc2ac32,7fb1fcd667565234455fa99f411c01ab,1.0
DocFinQA,73,DocFinQA_73,,,"83,1400,1711,1804,2006,3047,3255,3771,3845,4780",,ca00a8b94bf4cc510da04c26d815b425b7d8d4e01c5e73ccb1c5fb346f83c79b,202bcf82615ff486ace7de7d73fe2685,1.0
DocFinQA,74,DocFinQA_74,,,"85,593,1434,1497,1703,2959,3085,4251,4513,4623,4935,4981",,8e7eca40344691a5d610c5ee6cffc9525dbc1c639deb26f3b99af06b127e799a,b6b1efd3952305eaceda4977b9a6d162,1.0
DocFinQA,75,DocFinQA_75,,,"86,1633,2175,3411,5192,5239,5497",,e70267491fb1ef542757be0290cc94ee91fdc3e4827599ad3496deb6155003d1,4186b1888ffd17612b21c644e3958004,1.0
DocFinQA,76,DocFinQA_76,,,"87,822,4309,4391",,f8b0cc8948faf3a9877c47d84f86511f661e68cdca4bc1bf1ad9127395a18482,52c91f11f7fc21f8038571a4ff47f773,1.0
DocFinQA,77,DocFinQA_77,,,"90,1612,2893",,fcee2a1519853682ad3b2c8e2404fb30b563c7f4bb608a3497a828d7de312024,9830d6ce360fe78600eef32a26043cb5,1.0
DocFinQA,78,DocFinQA_78,,,"91,862,1393,1930,3898,4317",,4909a6bf8ee3fe33c39bacc4fbee754b8991d5dbbc65fce8241d9e1c0c749d75,dc0714b00bf330ae1be4d83129f428a2,1.0
DocFinQA,79,DocFinQA_79,,,"93,2641,2712,3004,5333,5524,5527,5595",,a86c14fc95893baf9d1d8de1564e3c1d38ae318790eee60314bdd9dd336ec090,79b7c1261610d4440d062d7bc4ef007a,1.0
DocFinQA,80,DocFinQA_80,,,"95,306,1098,1878,3283,3488,3639,4398",,5f1a1235bb9cb76f04fe2925a52fb0c1cb9b446641fcaf59210eb0d5224c3683,1d1b9bec2f0b42149c39d435cb5868ce,1.0
DocFinQA,81,DocFinQA_81,,,"96,326,1196,1437,2393,2974,4358,4877",,63cdc0392ca8199c7cf2dd3d8a8918796ba0e759c1196ccb92e92737420e2c07,12e111b8db649315d7a52ba4be2cbe33,1.0
DocFinQA,82,DocFinQA_82,,,"97,532,1513,1875,1933,2398,3767,3803,5017,5140",,07ad44c0be853b237b8910dd03b83c3265f5f476c772e6a170b983cd240cb491,0902b8714c9ff3a79817b111c06e442a,1.0
DocFinQA,83,DocFinQA_83,,,"98,137,1260,1569,1619,1736,1868,2098,3795,3851,3962,4418,4584,4642,4908",,4fbf576cd9c2c48f15d855c2461e8d3c3b6d5358e9d6f03fa01a3535aa05533e,5eb0e575ce3c80169745f7e438f57b8d,1.0
DocFinQA,84,DocFinQA_84,,,"99,201,332,860,927,1001,1764,2077,2395,2432,2510,2774,3131,3404,3478,3755,3891,4155,4194,4375,4419,4489,4762,4951,5039",,1d5de211c45a3e86e3a51c649f675a10fff18f3c41dfbf9d46d5ff3a87b3ebdb,56ffbdd4c6dfd6597f4539c1a8859ee2,1.0
DocFinQA,85,DocFinQA_85,,,"100,1082,2026,2955,4710,5075,5511,5548",,d3065052a49d17c056539bf3cded663cf4fc2a7498101677be15805023570315,10e9868a0598416d6b203cad6d6e0b8e,1.0
DocFinQA,86,DocFinQA_86,,,"101,1439,2490,4097,5399,5535,5659,5697",,be41bfb83977834dce0bdc06e7e0d04102fb9e94d27949ca433336cce1425144,bab6cbb49e1011d929ce848717465911,1.0
DocFinQA,87,DocFinQA_87,,,"103,501,3306,3368,4019,4628,4670,5169",,d4675f5cad4f8a8d15e9beca3a3c36acc5fa9a0470569d0b6777034ac9c7606a,f7e884e29ee74509d886a4959409c581,1.0
DocFinQA,88,DocFinQA_88,,,"105,1004,1049,1061,1143,1208,1343,1424,1550,1614,2259,2342,2405,2484,2559,2658,2814,2981,3252,3625,3994,4054,4328,4411,4436,4735",,44fe3dc08a98dd2ed29cec445ec14c5af671a382a3d0573d161e7169633f9c38,b0a819cd2ae05aef33afbf4d93621505,1.0
DocFinQA,89,DocFinQA_89,,,"107,488,773,1778,2188,3241,3786,5107",,a22b5771f494925c224a08ba87e49711d75697ee01f7368577da85b0bfeac198,050c7466f7577aa94823e25fa4b7e709,1.0
DocFinQA,90,DocFinQA_90,,,"108,436,453,483,1066,1151,1364,2282,2284,2457,2591,2743,2787,3479,3805,3885,4198,4257,4362",,1d5e740592615e73a8db633ee9b10e3bc627874b87db1772606e888560b64243,698dee5f42475b76691bdfc7ffab27eb,1.0
DocFinQA,91,DocFinQA_91,,,"109,446,4548",,ed6657bd07260e6d31aeb3e5b57bf196c1aa1e548e208f9ceec4a5348fc4fd1c,379434cadd5d9f35f8e77f37d6cf3e85,1.0
DocFinQA,92,DocFinQA_92,,,"110,803,1006,2874",,806099eb236a975ae57e98ebd638304ba24119af4770ac6ad553cfe905be44a8,4908eeba51981822bb8d0321b4f8c80b,1.0
DocFinQA,93,DocFinQA_93,,,"112,504,588,810,1244,1702,1881,2114,2446,2691,4089,4705,5116",,591c7813e40166067f79e63e666146ff0e074613e5d1dbfbc2e8eb7479b2726f,f22d787f43c82ad5ce406caa7ed1907d,1.0
DocFinQA,94,DocFinQA_94,,,"113,124,153,413,524,785,853,984,1242,1360,1773,1774,1948,2060,2299,2414,2429,2618,3078,3127,3268,3501,4167,4676,5007",,1713d72b7801d734f89545060bcb3382510e5934fcdda817ff2e3a34f0453bce,3fbe188151979fbcd3bea9128ef27a71,1.0
DocFinQA,95,DocFinQA_95,,,"114,181,274,613,1019,1072,1169,1180,1181,1222,1304,1397,1775,1991,2076,2128,2589,2648,2842,3018,3033,3284,3310,3345,3520,3644,3739,3873,3941,3943,4137,4249,4350,4451,4455,4647,4873,4891",,e332a57d1d61d1d43ae662502c653335d2ba1cc8a1c2bba62a9a3e544ba18e32,79fe74a4f186a190e7c82a84756a1af1,1.0
DocFinQA,96,DocFinQA_96,,,"115,367,393,1421,1432,1462,1682,1769,2017,2230,2458,2506,2576,2639,3630,3650,5150",,7310af8a95e650670be2928e8a42acc81d8321e53f1a157cb9917db430ee97c4,1a5b4c156859ad063445d97eb7e6d0bd,1.0
DocFinQA,97,DocFinQA_97,,,"116,390,542,839,1124,1691,2131,2800,3013,3068,3395,3697,3950,4569,5065,5168",,a958d46b11fee14953034f4fb11fd328f9d890064db097359904bc08af18aafe,b9e96be3bde56eb9e2f173a84d045b5a,1.0
DocFinQA,98,DocFinQA_98,,,"117,143,1669,3040,3573,4845,5312,5449,5662,5678",,d39ca609c8365ae0acf856b4b38661d5d1a2761ef90683f4e354b73a78c63b02,a1ebac1562d48cc67bcad07ecb288a57,1.0
DocFinQA,99,DocFinQA_99,,,"118,202,431,958,1365,1621,1709,1779,2357,2366,2533,2912,2925,4092,4634,4716,4909",,81d0d2e8416c152756f0ed7e202ad66d49ccd4e4b8d56b7de929742169dab6dc,279741b167f1d97d4ecdfaf1b5e43023,1.0
DocFinQA,100,DocFinQA_100,,,"119,3398,4665",,b5bc488ee70ca384599031b9d310444950d1557f7827043f2dd90634f1c2e53a,953e67ec0bf9016ecaa80e8e985fa4ad,1.0
DocFinQA,101,DocFinQA_101,,,"120,192,706,854,1797,1871,4124,4973",,5e0f318b381f97bfd59759ace58f63c287a37aca2c449d7dae4d4c168e4a8401,0b6560a22b9bfc1f1656eb1ceb98fa3a,1.0
DocFinQA,102,DocFinQA_102,,,"122,917,1115,1199,1905,2698,3105,3265,3410,4147,4939,5010,5153",,ca3a4be31e05f6c7db498daefc89e1dbb8eb386a16295c159b9d237a9baec01b,85ea085075590bb8a4f846ac2ddaf723,1.0
DocFinQA,103,DocFinQA_103,,,"125,467,1936,2005,2721,3138,4166,4400,5105,5112",,25633b8783f2f990be6fd997a5a00e989d0f42b08f8921db3d2982947d1b1d7f,9749adad273dff927265cbaf23e4ef7c,1.0
DocFinQA,104,DocFinQA_104,,,"126,400,751,1090,1411,2094,2377,4112,4239,4552",,1389ea40eaffeea006286271f23f8c9b87ec6f8cb7879ecee8cec304f11e8028,b30ffe1c3da7140e0af3fcb66e7a3983,1.0
